codigo_ibge,anomes_s,formento_qtd_fam_benef_indinegas_i,formento_qtd_fam_benef_quilombolas_i,formento_qtd_fam_benef_ciganas_i,formento_qtd_fam_benef_comun_terreiro_i,formento_qtd_fam_benef_extrativistas_i,formento_qtd_fam_benef_pescadores_artesanais_i,formento_qtd_fam_benef_ribeirinhas_i,formento_qtd_fam_benef_agrilcultores_familiares_i,formento_qtd_fam_benef_assentados_ref_agraria_i,formento_qtd_fam_benef_acampados_rurais_i,formento_qtd_fam_benef_credito_fundiario_i,formento_qtd_fam_benef_atingidas_empr_infra_i,formento_qtd_fam_benef_presos_sist_carcerario_i,formento_qtd_fam_benef_catadores_material_reciclado_i,formento_qtd_total_familias_benef_i
110001,201412,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
110002,201412,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
110004,201412,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
110006,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
110009,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
110033,201412,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
110040,201412,0,0,0,0,0,0,0,51,0,0,0,0,0,0,51
110094,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
110140,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130006,201412,22,0,0,0,0,4,0,28,0,0,0,0,0,0,54
130060,201412,24,0,0,0,0,36,1,125,0,0,0,0,0,0,186
130160,201412,1,0,0,0,0,3,5,142,1,0,0,0,0,0,152
130370,201412,42,0,0,0,0,16,0,36,0,0,0,0,0,0,94
130390,201412,81,0,0,0,17,27,1,5,1,0,0,0,0,0,132
130406,201412,11,0,0,0,0,17,21,76,0,0,0,0,0,0,125
150580,201412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150610,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
170290,201412,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
172120,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210005,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210030,201412,0,17,0,0,101,0,0,118,0,0,0,0,0,0,236
210193,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210230,201412,0,0,0,0,1,0,0,125,0,0,0,0,0,0,126
210232,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210275,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210300,201412,0,0,0,0,3,0,0,21,0,0,0,0,0,0,24
210320,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
210330,201412,0,2,0,0,2,2,0,310,0,0,0,0,0,0,316
210340,201412,0,0,0,0,6,0,0,86,0,0,0,0,0,0,92
210360,201412,0,0,0,0,72,0,0,75,3,0,0,0,0,0,150
210390,201412,0,0,0,0,9,6,0,86,0,3,0,0,0,0,104
210420,201412,0,0,0,0,0,0,0,120,0,0,0,0,0,0,120
210560,201412,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
210570,201412,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12
210592,201412,0,0,0,0,0,0,0,173,0,0,0,0,0,0,173
210600,201412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
210660,201412,0,11,0,0,0,0,0,275,0,0,0,0,0,0,286
210770,201412,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
210780,201412,0,0,0,0,0,0,0,84,0,0,0,0,0,0,84
210845,201412,0,2,0,0,0,0,0,225,0,0,0,0,0,0,227
210890,201412,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15
211010,201412,0,2,0,0,0,0,0,14,0,0,0,0,0,0,16
211020,201412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
211030,201412,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
211174,201412,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26
211210,201412,0,0,0,0,2,0,0,155,5,0,0,0,0,0,162
211223,201412,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
211230,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
211280,201412,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
220150,201412,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
220217,201412,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
220370,201412,0,3,0,0,0,1,0,37,0,0,0,0,0,0,41
220515,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
220540,201412,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
220545,201412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
220580,201412,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
220585,201412,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
220667,201412,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
